Madison,Wisconsin,190000,190000,189000,187500,193000,193900,197000,203000,186000,181200,182000,180000,181500,191500,190000,187000,193000,199900,212000,207144,193600,193500,197400,201750,192700,184500,191500,179900,195000,195000,205000,198000,185000,185000,199950,184000,175000,170000,173400,192000,192000,197500,187850,200000,186500,184450,185000,185000,183500,177250,185500,198000,195000,210000,208646,209450,199900,199900,200000,191950,185000,186000,192500,195000,203000,209900,229450,216200,210250,204000,214950,200500,197250,202000,210750,219900,219463,222000,225000,231850,222000,215000,224000,223600,225000,213000,220475,228325,223000,238000,244900,242000,236900,226900,236500,240250,225000,232000,245000,249900,246250,264500,255000,260750,250000,248650,250000,241600,253000,250000,265000,255000,266400,278000,275000,269900,258200,260000,269700,255500,0
Chicago,Illinois,177000,172000,180000,182000,185000,199000,202000,202500,190000,185000,185000,185000,167000,160000,168500,176500,185000,200000,190000,190000,175000,173750,170000,170000,160000,144000,149500,160000,159000,170000,180000,178315,160000,154450,150000,144500,140000,132000,141600,155000,160000,175000,174502,170000,165000,153000,153250,150500,145000,135750,145500,160000,173000,193000,202000,198000,186000,182000,172000,175000,165000,156000,168000,180000,200000,215000,215000,217000,198000,190000,184800,185000,178000,170000,185000,205000,218000,230000,227500,223700,207000,205000,198000,199500,190000,186750,201000,223000,230000,239833,240000,232500,222000,216000,215000,215000,210000,202500,225000,240000,245000,250000,250000,242000,230000,225000,225000,225000,219900,224000,239200,245050,252000,261000,255000,242500,239000,230000,230000,226000,0
Richmond,Virginia,191500,190000,196900,190000,209950,209250,195000,202500,190000,194750,192950,204550,180000,185000,184900,191500,193000,195000,205000,205000,190000,180000,180000,190000,171000,163725,178500,178000,174950,189950,190000,193000,179000,168000,173500,176000,152950,163076,169900,180375,182950,205000,197000,185000,180000,174250,185000,190075,170000,176500,185000,185600,196000,210000,209000,210000,195000,192500,189000,200000,185000,180720,198550,200000,205000,220000,210000,217000,209500,202000,205108,215000,185000,196938,205000,203722,220000,227500,225000,223000,212750,213800,212000,217500,201500,197975,214900,218000,225000,234900,231000,229725,219975,225000,230000,224000,220150,220500,225100,227918,239700,249000,250000,245000,234900,222500,235000,242500,223000,226750,238700,240000,245000,252500,254500,250000,235500,239000,242000,235000,0
South Portland,Maine,0,201900,201400,201000,200300,199400,198500,197800,197100,196500,196200,196000,196000,196300,196300,196300,197000,198100,198500,198500,198400,198100,197300,196400,195400,194400,193600,193000,192700,192700,192700,192700,192700,192700,192400,192200,191900,191600,191500,191700,191600,191700,192300,193200,194000,194900,195700,196600,197700,198800,200000,200700,200700,200300,200100,200000,199900,199500,199700,200000,200300,201000,201800,203200,205600,208400,210200,211300,212300,213600,215700,218000,220100,221500,222400,222800,223300,224000,224200,223800,223900,224900,225900,225600,225400,226600,229200,232600,235600,237600,239300,241200,243300,245500,247400,249200,251100,253600,256500,258200,258800,259500,260600,261500,261900,263100,266000,269200,270600,270400,269900,270000,271100,273000,276300,281000,285800,288300,287900,288600,291700
Albany,New York,170000,167250,177000,175583,185000,183450,189938,196250,185000,179500,177750,174900,170000,179900,175000,188000,182000,189900,196000,195000,203500,198500,185500,175362,172000,170000,173700,176080,183000,190775,195000,193200,190000,185500,190000,179950,171380,188000,184050,189000,185000,203000,200000,205900,210000,198150,197500,200000,175000,194000,185000,192000,190000,217775,205000,203000,199000,189000,192900,190750,192250,190000,185770,185000,182000,204000,209900,210000,195350,188315,195497,188000,193000,175300,182250,185000,197250,195000,222700,211000,198304,188000,196800,192750,182500,180000,175000,182000,193500,195000,211000,206000,199450,198950,195000,191500,183170,180000,185000,189450,191290,208000,214250,210000,210000,195000,200000,190000,185000,187250,195250,200000,210000,215000,223500,217000,210000,200000,210000,199950,0
Raleigh,North Carolina,189000,199000,195000,182000,194000,192000,195250,196000,180000,189900,190000,192000,200000,185000,190000,198000,194000,210000,208000,198000,203000,200000,217500,199000,193000,190000,194000,191000,200000,207250,205000,200000,190000,195000,206250,204000,186500,189750,197000,205000,210000,206000,206000,206000,196000,200500,215000,207000,195000,188215,205000,205000,212250,214563,213000,221567,205000,220000,212500,221000,211000,212575,214065,217000,226000,222250,225000,221000,219000,218000,218900,215000,208000,215000,230000,226000,240000,247000,235000,239373,234950,235000,239000,237000,225000,232000,236000,244500,247000,260000,249000,244000,250000,249000,250000,259352,247990,250000,261950,265000,270000,275000,265925,265000,262000,265000,269000,270000,267830,276000,280000,282000,284325,289250,285000,283500,281500,277000,283870,279000,0
Durham,North Carolina,184500,169000,191700,182000,193500,190000,187500,193000,191000,187250,174500,180000,188000,178500,185000,181386,190000,209000,206000,215000,185000,207000,196750,181963,194250,189000,180750,200000,197500,186000,193250,188000,184000,175000,184500,170250,165000,167500,186000,197000,194700,214950,194000,194000,193000,185000,198500,172750,170000,184000,198000,196000,212000,212500,200250,205000,186750,192000,194000,208000,208500,195500,195000,205000,211000,220000,210500,214500,192925,200000,207000,206500,191750,186000,216000,214750,225000,230000,216250,218000,223000,219000,229000,230000,230000,221500,238000,225000,236500,250000,245000,240000,230000,230000,230000,247500,232000,244000,235000,250000,260000,265000,267500,262500,250000,265000,260000,268500,254068,280500,280250,280000,277150,280000,278000,279000,271500,270000,280000,291000,0
Hartford,Connecitcut,175000,159250,170000,157500,200500,198500,190000,192500,188000,208000,215000,175000,159000,206212,245500,210000,202925,185000,193000,151500,291250,191000,190250,168000,182000,252500,274000,242450,160000,180000,155000,202500,127000,202500,152500,187500,220250,185000,170000,160000,355000,170000,267000,199900,179000,212000,189500,180500,184000,242000,158000,181750,186250,184000,200000,148000,156250,145700,215000,204000,227450,215950,192500,188000,194500,179900,180000,198000,162500,200200,197500,168500,173000,168000,181700,187150,193250,214000,204000,195000,200000,180000,186500,180000,181000,175000,179900,195000,199900,210000,215000,214900,210000,189900,194000,204000,185000,176000,192500,187750,207750,220000,220000,212250,205000,195900,196000,199000,188000,183625,201000,210000,210000,225000,231500,226900,195800,207750,200000,210000,0
Salem,Oregon,206750,190000,190000,185000,194500,192250,190000,192000,183818,184900,182000,179900,172450,196500,183900,180000,173150,175000,188450,173000,165750,160840,175500,159500,160000,165000,161250,155000,151750,158000,156000,165000,166600,163030,154950,158000,149000,149900,162000,149900,154750,156450,160000,164900,169900,168000,160000,155400,158765,157000,165000,165000,167950,176500,189900,177000,188000,193231,185000,187000,168000,180000,180000,182000,195000,203000,200000,196000,195000,198200,189900,192450,190000,188900,199900,205000,207900,221499,215000,207045,215500,210000,215000,215000,222150,210000,221550,231000,229900,237000,233850,239450,236000,235000,238000,235000,231769,235600,250000,247900,248475,257750,255000,265000,259950,255000,269900,269900,260500,277700,275000,280250,283260,280000,295000,295000,284000,280000,279999,280000,0
Concord,New Hampshire,200800,199900,198700,197300,195800,194300,192600,191100,189900,188800,188100,187800,188100,187300,185800,184600,184400,183500,182300,180900,180100,179400,177200,173600,170900,170200,170500,170900,170800,170700,170900,171500,171000,169800,169200,169300,169200,169100,169000,168300,167500,167400,167400,167200,167700,169300,170800,171300,171300,171000,171500,172600,173600,174600,176000,176600,176100,175800,176400,177500,178600,179400,180000,180500,180100,179800,180200,180500,180500,180600,181100,182000,183100,183700,184000,184000,184300,184700,184700,185000,186100,187300,187800,188100,188300,189100,190100,191400,192800,194000,194700,195700,197400,198600,199900,202100,205100,207200,208100,208800,209900,211500,213300,215400,216700,217900,218900,219800,220100,220300,220800,222300,224600,226300,227600,229000,230100,231100,232300,233000,0
Cheyenne,Wyoming,0,188500,188800,189000,189200,189500,189900,190300,190500,190500,190400,190500,190000,189900,190000,190100,190300,190900,191000,191000,191700,192600,192500,191700,191400,191800,192200,192800,193300,193400,193100,192700,192500,192500,192500,192800,192900,192800,192400,192100,191400,190900,191500,192700,193600,194900,196100,196800,197100,197300,197600,198100,198800,199100,199200,198500,196900,195100,194600,195000,195600,195900,196200,195900,195000,194100,194000,194400,195000,195900,197200,198100,198600,199500,200800,201900,203300,205200,207000,208400,209600,210200,210200,210300,210900,211900,213000,214600,216700,218300,218800,218600,218300,217900,217600,217800,218200,218500,219200,220200,220400,219700,220400,223200,225600,226700,227900,230500,233600,236100,237200,238700,241600,244900,246600,246800,247900,251000,253800,254700,255000
