Colorado Springs,Colorado,192600,192300,191800,190900,189900,189300,189400,189500,189700,190000,190400,190600,191000,190500,189300,189100,190000,189900,188800,188000,187600,186700,185100,183300,181800,181600,182100,182400,182200,182000,181900,182100,181800,181500,182100,183100,183400,183300,183200,182900,183100,183700,184200,184400,185000,185900,186900,187600,188200,188700,189200,190300,191800,193400,194700,195400,196100,196800,196700,196600,197400,198700,199600,199800,199600,199600,200000,200800,201800,202700,203700,204600,205000,205600,207000,208900,210600,212300,214000,215300,216300,217400,218500,219900,221700,223800,226000,227900,229600,231100,232800,234300,235600,236900,238700,240600,242600,244800,247400,250000,251900,253400,255400,257200,258600,260000,261800,264500,267600,270000,271700,273400,274900,276500,278100,279900,282200,284700,287200,289300,0
Charleston,South Carolina,177568,188000,185000,184000,188000,195500,185000,188508,177855,175621,174000,194876,191100,184595,189500,184864,185000,188000,200000,196990,189945,190000,195000,180038,173300,165000,179990,180270,180000,192100,185000,185000,183985,190620,197395,193783,175515,170000,182000,180000,205000,200000,205000,199865,190000,188974,189500,207000,180355,181580,200880,204440,211000,220000,208000,219750,211245,190565,206000,221893,212605,209900,224000,222800,222950,230000,216852,215000,219500,222000,219452,221010,225000,220000,229900,225000,236000,246415,230338,231250,235000,227000,251575,248351,220000,238150,235000,234000,255000,249900,249900,237055,245000,240000,250000,248000,239700,245000,248000,250000,260000,260000,259000,252500,248745,257200,248411,268500,252250,254620,265000,262500,270623,271500,268000,265000,269450,257000,262627,273000,0
Billings,Montana,0,186000,186400,186700,187100,187600,187900,188000,188100,188300,188300,188500,188600,188400,188700,189700,190700,191000,191300,191500,191300,190800,190800,190800,190600,190100,189200,187600,185500,183800,182800,182100,181800,181900,182300,183100,183800,184200,184700,185400,185900,186500,187500,188900,190600,192200,193700,195100,195800,195900,195700,195500,196000,197200,198600,199300,199200,198700,198400,198400,198900,199700,200100,200800,201600,202600,204600,206900,208000,207300,205600,203800,202700,202300,202700,202900,203900,206500,208400,208600,208800,209500,209300,207600,206600,207500,209600,213600,217000,216500,212900,210800,211500,213400,214400,214700,214600,213400,211500,211100,211600,211000,209600,208600,207800,207700,209500,212300,216100,221500,226500,227000,224700,223300,224200,225600,227200,229400,232100,234900,236600
Austin,Texas,177200,190000,180000,188933,190000,195517,189500,187000,185000,179775,176500,187450,175000,184950,179193,186000,189000,200000,215000,196200,190050,191200,180000,188250,185000,185983,184500,191000,193809,198000,192500,195000,188250,189000,185980,190000,179900,190100,199700,205468,213700,215000,210000,209000,198000,199050,199900,210000,200000,207500,217200,226498,228000,230000,225000,219484,220500,218000,219385,226450,218000,228000,234000,238000,245668,251147,249990,247000,239700,239645,245000,246700,239534,248400,258750,270000,270000,273000,265500,264250,255000,256000,269000,272991,257750,269000,277000,289000,285000,295000,285000,286000,275000,278500,290000,289576,277500,287000,295000,301000,307000,309600,297969,295000,289300,290000,293000,305000,290000,296750,300000,315000,317500,321215,315000,316300,300000,305250,300520,305000,0
Albuquerque,New Mexico,0,191800,191200,190500,189600,188500,187500,186400,185700,185500,185700,185900,185900,185800,185500,184900,184400,184100,183700,183300,182600,181100,179700,179000,178400,176900,175400,173900,172500,171200,170100,168900,167500,166200,165300,164600,163900,163200,162500,162400,163000,163400,162900,162700,162900,163100,162800,162200,161900,162200,162400,162300,162400,162800,163300,163700,163700,163200,162400,162100,162700,163900,165500,166700,167000,166900,166900,167200,167700,168300,169100,169400,169300,169400,170000,170900,171500,172000,172800,173700,174700,175700,176500,177000,176900,176700,176900,177400,177700,178000,178200,178300,178500,179300,180400,181400,182100,182300,182200,182400,182600,182500,183000,183900,184700,185600,186600,187100,188100,189500,190600,191200,192000,193200,194700,196100,196900,197800,198800,199900,200700
Helena,Montana,0,185500,185700,185800,185600,185100,184700,184200,183800,183500,183300,183100,183000,183300,183100,182100,181700,182200,183000,183300,183400,183200,182600,181400,180700,180500,180700,180600,180100,179600,179400,179700,180100,180200,180600,181400,182300,182800,183000,183200,183000,182600,182500,183100,184000,184900,185700,186900,188300,189400,189700,191900,196900,201400,203800,205700,207100,208000,208900,209100,209200,210000,211800,212700,213000,213300,213500,213000,212100,211700,211700,211300,210100,209100,209400,210000,210000,210100,210800,211200,211700,212600,213100,213600,214700,216300,218100,219100,218700,218600,219200,220000,220900,221500,221400,222300,223700,224600,225200,226200,227400,228400,228900,229200,229100,229200,229700,230700,231800,232500,232800,233700,234900,235800,236800,238100,240400,244100,248300,251600,253800
Philidelphia,Pennsylvania,138000,138000,142450,150000,150000,163000,170000,175000,160000,150000,159900,155000,140000,130000,147300,147000,162500,175000,156900,140000,148000,143000,145750,149500,149700,135000,137500,135000,145500,163000,158163,155000,150000,140000,137000,137500,130000,133500,132750,142500,157900,165000,165000,166750,155000,147000,149000,150000,143250,135000,145004,140000,159500,177000,180000,169900,152225,155000,146000,150000,145000,140000,147500,149000,155000,170000,170000,169500,152200,150000,147850,151750,143000,137950,142000,158000,163773,185000,176000,175250,168279,164900,150000,159700,154062,150000,156000,165000,185000,190000,185575,180000,170000,170000,170000,178750,168400,160000,170000,180000,194000,211525,197000,198000,181500,182500,185000,189000,178750,180000,187500,200000,202000,210000,207000,205000,195000,196250,199867,190000,0
Minneapolis,Minnesota,149900,149900,148763,150000,165000,169000,170000,170000,166000,167000,165000,159900,151000,159900,163950,169000,172000,178000,169900,170300,165000,169900,164375,155000,144700,140000,140000,143416,152000,160000,155000,154000,155000,151000,145500,144500,139000,136770,147200,160700,165300,175000,177000,175550,172000,172000,170000,164900,158500,158500,172481,179400,185000,200400,204900,203000,200000,195500,192500,193000,185000,180000,185000,197500,201500,217379,215000,216718,209900,205000,205000,208600,194000,198550,207790,214000,221000,225744,227877,225000,220000,215000,222950,219900,214320,214900,218000,227000,234900,240000,239900,239000,233399,230000,232500,230000,226000,223000,232250,240000,247900,255000,255000,254000,250000,245000,246964,249000,245000,246877,257277,264285,270000,269900,267500,267000,264900,266250,266000,256925,0
Harrisburg,Pennsylvania,160950,178000,169900,172400,172000,173500,176000,169000,165000,164900,164900,164900,174500,169000,169000,169450,164173,180000,185000,182450,172940,165900,174900,159500,159450,175950,159500,167000,176500,173645,162343,165000,174250,173000,162500,157500,162000,160000,159950,163000,173000,170000,171900,166500,192900,169000,173000,188500,159000,151000,154900,174450,161000,168700,184900,169500,154000,172000,156900,168250,162875,150000,174700,159900,155000,175500,170000,164900,164950,156000,172000,173450,169000,151450,167900,166500,179000,178000,175100,170000,165000,164450,150000,160000,156000,159300,164950,165000,175000,180000,181000,170000,166450,181200,175000,175250,158000,174000,163950,181000,171000,182500,187400,195000,187000,179900,174950,195000,172000,160000,176900,169000,180000,187000,190000,188500,171500,177500,173000,182500,0
Bismarck,North Dakota,0,165200,165400,166700,168500,169100,168700,168800,169700,170600,171300,171700,171800,171800,172100,172200,172000,171700,171600,171700,171800,172100,172800,174200,176100,178000,178700,178300,177700,177800,178800,179800,180600,181200,181900,182700,183500,184300,185700,187000,188700,191200,193800,195700,198300,202000,206200,209600,212400,215400,217900,220200,222800,225900,228800,231300,233000,234400,235300,236300,237800,239800,241700,244200,247000,249100,250300,251700,252700,253500,254900,256200,256800,257200,258200,260000,262100,263300,264300,265800,267500,267100,264800,263600,263800,264200,265500,267800,269400,270200,269900,268600,267500,267300,267900,267800,267500,267500,267800,268000,267900,268100,268300,267900,267000,267200,268200,269100,269300,269100,268400,268800,270200,271200,271300,271000,269500,266800,264300,262700,261700
Milwaukee,Wisconsin,134000,146500,150000,155000,160000,170000,178000,167450,165000,164850,160000,156000,153000,148000,160000,159000,167000,177000,175000,172000,158500,165000,159950,162000,143000,132450,138000,144000,155000,163900,163000,160000,160000,145000,146600,145000,125750,127500,137500,140000,153000,162000,165000,164963,154500,155000,146000,139000,129000,133600,148000,155000,165000,180625,176000,174500,161750,160000,151700,155000,145900,134900,156250,153500,165000,181000,185000,185000,170000,173000,172000,160000,154500,148000,160000,178750,180000,200000,187375,185000,175000,181500,178500,170000,163000,157750,174000,175000,185000,196500,191000,192500,191500,200000,185000,176000,184900,160125,185000,200800,196050,214600,212000,208500,197500,204950,192000,185000,183250,170000,187100,203000,207000,225250,230000,216500,215000,215000,200000,198000,0
Riverside,California,180000,175000,170000,163000,161000,165000,165000,167000,172000,173000,180000,180000,180000,180000,185000,183250,190000,190000,186000,185000,185000,180000,180000,185000,180000,181000,183500,179250,180000,180000,180000,178000,180000,177000,180000,178250,176000,178000,185000,190000,190000,190500,198000,196000,200000,203000,213500,220000,215000,215000,230000,235000,240000,250000,251000,250000,256000,260000,260000,270000,260000,265000,275000,275000,280000,285000,280000,285000,275000,279000,282000,289000,271000,285000,294000,295000,295000,300000,301000,302000,300000,298000,300000,305000,295000,300000,311000,315000,315000,319000,320000,320000,325000,319000,320000,325000,315000,324772,332000,335000,340000,345000,347750,339750,340000,340500,337500,349000,350000,353500,355000,360000,361500,365000,366000,360000,366250,362000,360000,358880,0
Dallas,Texas,140000,152728,154000,152900,169900,169900,168900,164999,159900,155913,154900,155000,145000,154900,160000,165000,165000,173625,175000,169980,159990,159900,159945,169900,155000,161800,159500,164900,169900,169900,169900,169900,164000,159929,155700,165000,159000,164900,172690,174900,180000,184900,182250,179900,179900,172900,175000,184900,169900,174900,186950,199000,201090,209000,204900,204900,196500,195000,193995,199900,185000,199900,205000,209900,215635,220900,220000,215000,211500,209900,210000,225000,209250,220000,229900,235000,245000,246995,236051,234900,225000,230000,230000,239999,225000,234900,249000,250000,265000,269900,259605,259000,252900,259000,264937,261920,255000,270000,279000,279990,294250,295000,285000,280000,275000,279900,282000,285000,269990,286000,294900,289900,299000,304085,299500,293937,288000,279999,289900,296680,0
Albany,Oregon,145750,175650,148050,169000,167400,155000,168950,164700,165103,154450,162500,148288,149625,143000,153125,156000,159950,151113,155000,150819,166000,144800,130000,153000,129900,126000,145000,140000,130000,142000,132000,128720,146205,133250,149990,147000,115500,133900,140500,145000,151500,139900,155075,152625,146000,161123,150000,129900,142500,137500,145000,139900,155200,159950,168188,169000,165000,157000,157500,155000,148000,148900,160575,156950,161350,174450,168000,175000,176750,170000,163000,174900,154500,163000,164975,178500,169800,180000,179900,179575,190000,181400,187000,174500,177250,170500,179950,195000,191250,195000,189450,200000,204000,204450,200000,184000,199000,197000,220000,213300,223375,227700,236000,230000,225000,222500,230000,234900,230000,245000,250000,250000,250000,258500,257000,257000,262450,260000,260000,248250,0
Tallahassee,Florida,0,168900,167200,165500,164000,162500,161500,160800,160100,159700,159700,160600,160700,160100,159000,157900,156700,155900,154000,152700,152600,152200,150200,146800,143800,143000,142800,141900,141200,141300,141400,141100,140100,138900,138400,138800,139200,139400,139500,139000,138200,137800,137800,137200,136700,137000,137900,138700,139800,140200,141100,142600,143700,143200,143000,143900,145000,145800,146100,145800,145600,146300,147400,148200,148800,149200,149400,149500,149400,149300,149400,149700,149600,149000,148400,148500,148900,149200,149600,150400,151500,152300,153100,153900,155000,155800,155900,156300,157000,157600,157900,158400,158700,159100,159700,160700,161100,161200,161500,162200,163700,165800,167400,167900,167600,166900,166600,166800,167800,169500,171100,172100,172900,173500,174600,175800,177400,179700,181700,183000,184100
Houston,Texas,130100,139348,148000,150000,157000,163925,162000,160000,155500,147900,150000,152550,141750,147000,153500,152500,153000,157500,159000,159866,155000,149500,153000,158000,137473,151900,150000,149783,156000,162000,160000,160000,155000,150000,155000,161000,140000,150000,164833,163500,169900,171400,170000,165500,165000,164500,169495,173000,152300,164500,174070,185000,187500,193450,189900,187642,181657,178000,183950,189900,176000,183000,192500,196000,200000,212809,202000,204995,197500,192176,197900,210000,190000,199000,209000,208000,220000,224900,220000,215300,208000,205000,202950,218188,200000,203900,213000,218000,225000,230000,230000,225000,218000,218000,225000,227000,210000,223000,227500,229000,235000,239500,230000,233000,232000,227000,226000,231000,219345,225700,234000,240000,243000,244000,243900,238990,232000,235000,235000,240000,0
Rapid City,South Dakota,0,160600,160700,160600,160400,160100,160000,160000,160100,160200,160500,160800,161100,161300,162000,163300,164600,165500,166000,166400,166700,166900,166600,166200,165700,165300,164700,164000,163500,163600,163600,163600,163600,163600,163500,163600,164000,164200,164200,164200,164000,163700,163700,164000,164300,164700,165100,165500,165700,165800,166000,166300,166700,167200,167700,167900,168200,168600,168800,168900,169100,169500,170100,170800,171600,172100,172400,172600,172600,172600,172700,172600,172600,173200,173700,174000,174000,174200,174600,175300,175900,176300,176600,176900,177500,178100,178600,179100,180000,180700,181300,181900,182500,182900,183400,183900,184500,185200,186200,187000,187700,188200,188800,189500,190000,190600,191300,192300,193300,194200,195000,195500,196100,196700,196900,196900,196900,198100,200100,202300,203500
Kansas City,Missouri,129900,145000,148500,149950,158900,160000,159900,159900,150250,150000,150000,139900,129900,129900,145000,149900,150000,162950,152250,149900,145000,139900,140000,135000,125000,124925,134900,130000,139900,152248,145000,140000,135000,138900,139900,129900,125000,125000,134900,144900,155000,157500,155000,154000,150000,148250,145000,150000,130000,135000,145000,149500,168500,174950,174900,164900,159900,159950,159900,160000,150000,144950,147000,164500,171000,175000,179900,170500,169000,160850,164900,165000,155000,155000,165000,175750,185000,185000,183500,179950,169000,175000,169900,170000,167750,164950,174025,184900,190000,198500,195000,189950,186500,185000,179900,180000,179500,180000,185900,190000,203000,210000,200000,199750,195000,190000,195000,194900,194000,190000,205250,209950,215000,219825,215000,205000,200000,209900,210000,204900,0
Fargo,North Dakota,0,157700,157700,157400,157000,156800,157600,157900,156700,155100,154700,154700,154800,154800,155100,155800,156500,156800,156600,156800,157800,159000,159700,160200,160400,160500,160200,160400,161800,163300,164000,163400,161300,158800,157300,156100,155400,154700,154200,153900,153600,152900,152300,152100,152400,153300,154400,155600,156600,157700,158800,159200,159300,159900,161000,162700,164600,166300,167800,169400,170800,171900,173200,174500,175800,176900,178000,179200,180700,182200,183000,183700,184600,185600,186500,187800,189100,190100,190600,191100,191800,192900,194200,195400,196300,197200,198500,199500,200700,202700,204700,207300,210900,213900,215700,216900,218000,218900,219200,219300,219600,219700,219600,219500,219600,220000,221000,221900,222400,223000,223800,224600,225200,225800,226500,226600,225900,225200,223900,222400,221700
Des Moines,Iowa,153500,152304,148750,149900,157500,163200,159000,155489,155000,145000,147000,145000,140000,145500,139900,155450,153825,149250,149700,161000,149725,152800,145725,150250,140000,132000,137700,145000,144000,163500,159100,157000,149450,155900,151750,142000,132750,125750,148000,156500,160800,159250,155000,161500,158000,151400,149000,155710,138900,165000,153000,159900,165000,176000,170000,167000,167000,160000,158750,155000,137850,149450,153000,160000,164000,175500,179587,160950,165062,162500,165365,158000,156000,153000,167900,165000,181000,178500,176000,180000,174950,178000,179500,184350,177000,175000,170000,182900,184000,185000,185000,185000,175000,178000,172500,182000,182500,166000,177000,176000,177000,190000,189500,180000,186000,189000,188000,191300,183000,190000,192250,198000,207000,213000,205000,208500,199900,192000,195500,191250,0
Boise,Idaho,165000,161750,157750,159000,150000,158000,150000,150250,146000,138500,137000,143538,140000,137500,137844,132500,139700,134973,130000,130000,129625,128000,122455,117500,112450,116000,109000,112500,113500,121087,115000,122500,123500,118000,124700,116850,116000,125000,125000,133500,140000,145500,147300,153750,141900,149402,148000,148780,145000,145000,153000,162000,164900,174900,170000,171500,170000,177000,174900,175000,174450,162500,167100,174685,182900,184000,184688,184000,174950,178529,184000,184500,174900,175900,186140,184300,195000,194900,199684,197500,192000,199091,196596,203000,190673,199200,196500,206000,214000,215000,218321,217900,220000,216150,217038,219900,212945,224700,224900,225000,229900,240000,237000,240000,239900,239000,239900,245000,250000,250000,266500,259900,267000,278495,280000,278995,275000,270000,265000,269900,0
Miami,Florida,162000,168500,170000,149000,147000,154750,155000,150000,155000,145000,159450,159875,145000,140350,150000,150000,160000,150000,142000,130000,125000,128000,135000,130000,115900,120000,119500,130000,140000,140000,145000,145000,140000,139000,140000,145000,141600,142500,150000,163000,162000,170000,160000,161000,168000,162500,167000,185000,175000,172800,182000,194000,197000,205000,200000,210000,209000,190000,202500,200000,200000,190000,215000,215000,224000,211000,225000,212000,220000,218650,215000,220000,215000,217500,225000,230000,245000,245000,237000,230000,240000,234400,225000,245000,238250,240000,238875,250000,250000,260000,265000,259950,263250,260000,260000,255000,262500,265000,270000,280000,270000,285000,275000,285000,282500,280000,278250,276000,285000,280000,295000,287750,300000,295000,293850,292000,295000,290000,290000,295000,0
Jacksonville,Florida,152950,155500,155000,149470,164500,160000,158500,149900,145000,149000,147400,141500,133000,135000,138000,135500,139995,145000,138000,134900,130000,135575,140000,130000,120870,120000,125000,125000,132000,139450,132500,138000,125000,130000,135000,125000,116600,124750,131500,140000,139900,150000,145000,140500,143000,140038,135000,145000,145000,145000,149000,158000,161000,165000,172500,175000,164125,160000,164500,162000,137729,149900,165000,164950,165000,175000,175000,168000,173000,167000,169000,175000,162000,163000,166708,177500,182945,187500,184000,182000,185000,175000,175000,180000,172500,172000,188000,186500,194995,200000,201349,200000,195000,199000,190000,195750,185000,193000,200000,204000,216000,220000,223000,210000,215000,205000,210350,215000,208990,220000,225000,224107,227000,240000,230000,225000,218000,215000,225000,225000,0
Baton Rouge,Louisiana,149200,149000,148800,148400,148200,148200,148400,148700,149000,149200,149500,149700,149900,150200,150400,150300,149800,149000,148100,147600,147400,147200,146800,146300,145400,144500,144000,143600,143100,142700,142000,141000,140200,139800,139700,139800,139600,139200,138800,138500,138500,138900,139400,140000,140700,141200,141100,140600,140200,140300,140200,140200,140200,139900,139400,139200,139100,139300,139700,140100,140400,140300,140000,139900,140000,140200,140800,141100,141000,140700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,Ohio,117250,115000,127000,128700,138900,145500,148000,145000,142500,141325,132500,127650,117250,128000,134900,139900,148000,146000,140000,144500,132900,135000,134830,125000,128800,117999,125000,129900,133775,139900,144496,135927,130000,125000,129900,125000,121900,123000,130000,144000,141449,157000,158000,149900,145000,135000,139900,135950,122900,123375,138000,139500,153000,165000,162000,159000,150000,144009,142250,143750,131500,138000,148000,153000,158000,170000,167600,165550,155000,155000,153000,152900,141125,143100,156000,157297,169900,174900,172900,169000,173500,159500,159500,159500,153500,156000,166500,165000,181000,182838,185000,180200,178000,174000,175000,170000,164000,164800,172900,182500,194000,197900,197755,194700,185800,189900,185000,194000,181700,179900,185100,200000,209900,219900,210000,210000,205000,200000,197000,197950,0
Omaha,Nebraska,127900,125900,135000,133000,139900,139000,141000,143675,140000,134000,130450,136556,134000,135000,135000,137500,139973,148000,151000,144000,135000,135000,146400,143000,135450,125000,130000,135000,143000,145700,143250,142000,136000,140825,136000,132000,126500,130500,137500,137000,145000,150000,152875,150000,148000,142000,137250,148000,136500,138000,137000,140000,154450,160000,161500,152500,151950,155000,145000,145000,139000,145000,146000,147000,155000,162000,160000,165000,157000,155000,157000,152000,148000,150000,158000,159000,169000,179000,173000,168500,162000,162000,165000,166500,161000,162000,165000,162000,172000,185000,185000,180000,172000,170000,179000,172000,170000,159000,169000,178000,187000,189000,183000,185000,182000,175000,180000,177000,181500,180000,183000,189000,203000,205000,207000,199576,189000,193000,195000,188500,0
Jefferson City,Missouri,0,141400,140600,140400,141000,141400,141300,141200,141200,141200,141100,141100,141400,140900,139800,138200,135900,133500,132100,131300,130800,130700,130200,129200,128100,126900,125500,124800,125100,125300,125700,126400,126900,127000,127000,127100,126400,129300,135200,137000,133600,131600,131100,130900,130200,129300,128700,128400,128500,128200,127700,128000,129100,130100,130100,129600,129000,128900,129000,128800,128700,128600,128400,128700,129800,130900,131600,131900,132000,132200,132600,133200,133900,133700,133200,133400,134300,134900,135200,135700,136600,137500,138200,138700,139400,139700,139700,140000,141000,141700,142300,142600,143100,143500,143700,144100,144800,145400,145700,146200,146900,147400,147600,147800,147700,148000,148900,150300,151100,150400,148700,148800,150900,152900,154100,155100,155800,156400,156900,157200,157300
Louisville,Kentucky,117000,124000,128000,131825,138700,139950,144900,140000,137000,135500,134000,130000,131500,129900,134000,135000,142500,141475,145000,150000,138600,136551,143000,145000,130250,130000,130000,130000,134950,144782,147500,140000,136000,135000,134950,132000,125000,129900,142000,144000,144750,150000,146000,143950,145000,145000,144900,143000,135000,132900,142250,137320,153000,162265,155000,150000,148000,142500,148250,139298,130000,135000,139500,144000,150000,160000,162500,164250,151000,153750,148000,153000,137500,143000,152000,152500,164900,175000,165550,164000,157800,159945,152900,164000,159000,145000,154000,160000,169500,175000,182000,175000,173000,170000,169900,169900,168000,159950,164000,173000,184750,188250,186000,178500,175700,175300,180000,179448,176525,170000,173765,181500,190500,199000,207700,195000,180250,183250,185000,184950,0
Fort Worth,Texas,124900,133450,127900,132500,134900,140000,139000,139900,130000,130000,129900,132500,125000,130900,133640,134900,139000,139500,141000,143990,135000,135000,134900,140000,129900,129900,129900,129900,135450,138500,136750,142908,137500,135000,135000,136900,129900,132900,139900,142500,145000,150000,149900,147225,145000,139900,139900,145000,135000,145745,150000,153000,159000,159900,164950,159900,155000,154900,154900,159000,146000,152500,158200,160208,165000,170000,172700,174500,164900,165000,165900,170000,165000,169900,170000,175000,182900,189900,188000,185000,179500,175000,175000,184900,177450,185000,189000,189999,199900,199900,200000,200000,199500,199900,199900,210000,200000,214700,215000,222000,225000,225000,225995,225900,219900,219900,220693,229900,219000,225000,232512,235280,244900,249000,244500,240000,235000,234900,229900,237500,0
Sioux Falls,South Dakota,0,139900,139800,139900,139900,139700,139300,138800,138300,137800,137300,136600,136100,136300,135900,135000,134800,135100,134900,134600,134300,133800,133400,133100,132800,132200,131800,131700,131900,132500,133100,133400,133800,134100,134400,134600,135000,135400,136100,136200,135200,134400,134500,135300,136200,136900,137300,137700,138300,138700,139100,139800,140800,141700,142500,142800,142600,142300,142400,142600,142600,142700,142900,143400,144000,144300,144400,144800,145300,146000,147100,148000,148800,149800,150900,152100,153000,153600,154000,154300,154800,155200,156100,157500,158500,158700,158700,159100,160100,161200,161600,162300,163500,164700,165400,166000,166700,167300,167900,168800,169700,171000,172300,173100,174000,175400,176100,176400,177100,178700,180700,181900,182400,182800,183700,184500,185300,186000,187000,188100,189100
Atlanta,Georgia,117900,120000,117000,116500,124500,130150,139000,135000,130000,135000,130000,127000,117000,116000,122900,127000,130000,126000,125000,114000,110000,112000,109000,115000,107000,97000,99900,104000,100000,106250,107000,106500,95000,95000,95000,97500,90000,81800,95000,100000,112000,112650,119900,117900,115000,115000,120000,130000,116000,125000,136000,149750,155101,169275,170000,173000,164900,159500,155000,161000,152000,152000,165000,170508,178500,193000,189900,184000,175000,176458,175950,178100,171870,173000,183200,189000,200000,203000,200000,195000,192000,188875,187000,195000,184000,189000,195000,204600,212000,214900,215000,210000,203420,201000,200000,208508,199000,201000,215000,220000,222850,227500,225893,220000,217000,217845,213900,221900,219400,216500,230000,237000,244500,247000,242500,235000,235000,229900,231000,233000,0
Tampa,Florida,124900,129700,135501,130000,132250,135000,138000,135000,130500,130000,134000,130000,123000,123000,125000,129000,132880,134842,125000,123800,120000,121000,115000,115000,90000,92000,100000,105000,109900,115000,115000,115000,113500,108000,105500,112000,105000,105995,111750,118250,120000,125000,122780,124900,124995,125000,130000,130000,121600,127000,133000,135000,144900,150000,150000,151000,145000,142000,144000,146500,133050,130000,140000,143900,147000,154000,156500,156000,151000,157000,148800,154190,140000,142351,155000,160000,167000,168990,172500,168000,165000,165000,165000,174000,167000,166454,176150,180000,186500,194600,195000,195000,190000,189900,192750,199000,187000,195000,199900,202000,210000,215000,215000,211250,215000,206000,215000,215000,207000,210000,219000,221000,225000,234000,229500,226200,225000,223795,228000,228000,0
Oklahoma City,Oklahoma,127500,126000,127390,126000,132100,136000,135000,133000,129000,128000,126000,128250,127500,129000,132000,129000,132700,140000,138000,140000,136000,138000,138000,133500,127000,130000,127500,135000,140000,140000,144000,140000,135000,131500,135000,132950,130000,134000,135000,135000,147500,140000,141100,145000,145000,145000,146950,144000,140500,138500,143000,143842,149900,154000,155000,157000,147000,146318,146500,146500,142000,145000,150000,148500,155000,161750,160000,154900,155000,156000,154900,155000,148750,153500,154500,154500,163000,166000,165500,164000,160500,160000,156000,155000,157750,153500,157000,160000,160000,165000,166500,164000,163000,161500,163000,159500,156750,160050,160220,165000,166000,170000,170000,165000,166950,162000,161000,160000,158000,159750,165000,170000,170000,173250,174900,171000,169900,169900,164900,165060,0
Lincoln,Nebraska,0,131100,131300,131600,131800,131800,131700,131600,131500,131700,131900,132200,132600,133000,133100,132800,132400,132300,132400,132400,132100,131400,130900,130300,129800,129500,129800,130000,130000,129700,129600,129500,129500,129600,129600,129600,129800,129700,129600,129800,130100,130400,130900,131500,132300,133000,133500,133800,133800,133500,133000,133000,133500,134000,134300,134600,135000,135500,136200,137000,137700,138500,139000,139000,139100,139500,139800,140000,140200,140600,141400,142200,142700,143700,145100,146200,146900,147500,148200,148800,149600,150100,150500,151000,151400,151900,152500,153200,154100,155000,155900,157000,158100,158900,159500,159700,159900,160400,161400,162500,163500,164600,165600,166200,166600,167100,167700,168200,169000,170200,171100,172100,173500,174700,175400,176200,176900,177500,177900,178600,179500
Biloxi,Mississippi,0,131100,131100,130800,130500,130100,129700,129500,129700,129900,129900,130400,131000,131300,132500,134100,135600,137000,137800,138000,138600,138900,138200,137200,136300,135900,135800,136000,136200,136400,137500,136500,132300,128600,126600,124500,123100,122500,121600,120500,120000,119600,119000,119300,120100,119700,119800,121200,121800,121300,120800,120600,120700,120400,119700,119100,118700,119600,121700,123500,124400,124500,123600,122300,121200,120700,120000,119300,119500,119900,119500,119300,119100,118700,118700,118900,118100,116700,115600,114400,113900,114600,114800,114100,113900,114400,115000,115200,114800,114600,114900,115400,115800,116000,116000,116000,116200,116400,116700,117200,117200,116600,116700,117900,119000,119300,119200,119500,120100,121000,121200,121700,123300,125400,127300,130000,133000,135300,136500,136900,137000
Memphis,Tennessee,83500,99900,103070,111400,119900,130000,137000,128000,125995,125000,124000,125000,100000,116000,120000,125000,126900,130000,122000,122900,130000,122500,119400,119000,105000,111625,103750,107500,113000,122441,122000,120000,123500,107000,115000,113000,97125,103000,116879,120000,120400,124000,129900,123000,122033,120000,117500,119900,108715,109950,119950,120900,127000,145000,140000,144000,137750,129000,124900,130000,116900,121000,134100,135000,142500,149500,158000,149300,140500,136950,132000,139900,134200,142900,139000,138750,154000,162000,154000,163975,152375,137000,145300,146000,130000,135000,140400,146750,152000,172500,165000,158000,157000,154850,160000,157900,131950,150000,156900,160000,165575,180000,167500,169975,169950,164900,165000,168400,162500,154000,165900,165000,190000,195000,189000,174250,176000,173250,170000,165000,0
Orlando,Florida,145000,143000,136000,130000,127113,129000,131500,125000,121000,125000,124700,120000,105000,110000,114900,115000,119000,117000,110000,100000,105000,107250,107450,104900,95900,96982,103900,105000,112500,111000,117000,115000,114000,115000,115000,115000,111000,114000,116785,115000,120000,125000,125000,124000,126000,123500,130000,133200,130000,133500,141540,145000,142500,150000,155800,157000,158000,155050,159000,158000,157000,154000,160000,165300,165000,165950,173219,170000,169000,165000,166000,167950,164650,164000,178000,174000,180275,183000,185000,182000,185000,181000,187000,186500,185400,182000,192100,195000,200000,209900,210000,210000,208700,208000,209900,210000,208000,207520,220000,220000,220000,231000,227000,227000,230000,225000,225000,235101,234900,235000,235000,240000,248000,249900,245500,245900,245000,240530,245000,249945,0
